"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"Wheeler County","GA",,1954,972,0.0287,0.0459,0.0832,1130
2020-01-31,"Refugio County","TX",,1955,1231,-0.025,-0.0199,-0.0006,2780
2020-01-31,"Rappahannock County","VA","Washington-Arlington-Alexandria",1956,1634,0.0198,0.0214,0.0251,4450
2020-01-31,"Valley County","MT",,1957,1037,-0.0049,0.0306,0.0866,2978
2020-01-31,"San Miguel County","CO",,1958,1850,-0.0061,-0.0408,-0.0038,7599
2020-01-31,"Henderson County","IL","Burlington",1959,982,0.0288,0.0098,-0.01,2403
2020-01-31,"Pocahontas County","IA",,1960,726,0.004,-0.0134,-0.0616,3487
2020-01-31,"Woodruff County","AR",,1961,720,0.0166,0.0221,-0.0682,2590
2020-01-31,"Goliad County","TX","Victoria",1962,1423,0.0029,0.0101,0.0458,1499
2020-01-31,"Weston County","WY",,1963,1051,0.025,0.0654,0.0895,2275
2020-01-31,"Nicholas County","KY",,1964,869,-0.0218,-0.0343,-0.0285,1339
2020-01-31,"Ida County","IA",,1965,802,0.0113,0.0067,-0.0327,2318
2020-01-31,"Crook County","WY",,1966,1100,0.0288,0.0468,0.1263,2654
2020-01-31,"Wabaunsee County","KS","Topeka",1967,908,-0.0197,-0.0732,0.0037,3134
2020-01-31,"Lexington City","VA",,1968,1217,-0.0074,0.0236,0.0593,2217
2020-01-31,"Boise County","ID","Boise City",1969,1252,-0.0011,0.0023,0.055,4638
2020-01-31,"Powell County","MT",,1970,1081,-0.009,-0.0056,0.0075,2476
2020-01-31,"Wallowa County","OR",,1971,1493,0.021,0.072,0.095,2318
2020-01-31,"Pawnee County","KS",,1972,802,0.0184,0.011,0.0053,2688
2020-01-31,"Russell County","KS",,1973,839,-0.0001,-0.0066,0.0066,3645
2020-01-31,"King and Queen County","VA",,1974,1275,-0.0227,-0.0368,0.0033,3181
2020-01-31,"Thurston County","NE",,1975,941,-0.0017,-0.0143,-0.0165,1279
2020-01-31,"Treutlen County","GA",,1976,978,0.0165,0.0313,0.0336,1853
2020-01-31,"Burt County","NE",,1977,1017,-0.0095,-0.0016,0.0149,2942
2020-01-31,"Cameron Parish","LA","Lake Charles",1978,1193,0.0124,0.0125,-0.009,2413
2020-01-31,"Clinch County","GA",,1979,929,0.0029,-0.0266,-0.0368,1662
2020-01-31,"Pershing County","NV",,1980,1301,-0.0121,-0.0136,0.0204,1037
2020-01-31,"Gentry County","MO",,1981,810,-0.0028,0.0305,0.025,2794
2020-01-31,"Sullivan County","MO",,1982,751,-0.0021,0.0385,0.016,1332
2020-01-31,"Huerfano County","CO",,1983,1484,0.0125,0.0451,0.1143,4337
2020-01-31,"Calhoun County","GA",,1984,949,0.0207,-0.0287,-0.0706,1494
2020-01-31,"Greenwood County","KS",,1985,780,-0.0037,-0.0078,0.0227,3523
2020-01-31,"Antelope County","NE",,1986,854,-0.0063,-0.0337,-0.0364,2752
2020-01-31,"Rio Blanco County","CO",,1987,1749,0.0023,-0.005,0.0498,2879
2020-01-31,"Beaver County","UT",,1988,1206,0.0104,0.0128,0.0131,3212
2020-01-31,"Clay County","NE",,1989,900,0.0172,-0.0067,-0.0282,2611
2020-01-31,"Ellsworth County","KS",,1990,840,-0.0026,-0.016,0.0596,2841
2020-01-31,"Blaine County","MT",,1991,1114,0.0053,0.036,0.0994,1198
2020-01-31,"Kearney County","NE","Kearney",1992,959,0.0029,0.0346,0.0032,2505
2020-01-31,"Moody County","SD",,1993,979,0.0026,-0.003,-0.0097,2403
2020-01-31,"Jefferson County","OK",,1994,756,0.0226,0.0308,0.0345,2307
2020-01-31,"Osceola County","IA",,1995,790,0.0246,0.0133,0.0838,2268
2020-01-31,"Sullivan County","PA",,1996,1107,-0.0142,0.0365,0.0446,3011
2020-01-31,"Spink County","SD",,1997,939,-0.0053,0.023,-0.0164,2496
2020-01-31,"Wayne County","IA",,1998,855,0.0222,0.0492,0.0288,2885
2020-01-31,"Shelby County","MO",,1999,840,0.0063,-0.0008,0.0204,2536
2020-01-31,"Mitchell County","KS",,2000,760,0.0054,-0.0134,-0.0345,2778
2020-01-31,"Moore County","TN","Tullahoma-Manchester",2001,1093,-0.0139,-0.0242,0.0263,2549
2020-01-31,"Taylor County","IA",,2002,818,0.0173,0.0276,-0.0277,2842
2020-01-31,"Howard County","NE","Grand Island",2003,989,-0.012,-0.0485,-0.0539,2535
2020-01-31,"Greer County","OK",,2004,781,0.0075,0.0309,0.0437,2196
2020-01-31,"Cotton County","OK","Lawton",2005,777,-0.0003,-0.0236,0.0284,2032
2020-01-31,"Pondera County","MT",,2006,1140,-0.0187,-0.0221,0.0457,1847
2020-01-31,"Ohio County","IN","Cincinnati",2007,1035,-0.0034,0.0529,-0.0207,2198
2020-01-31,"Miller County","GA",,2008,1055,0.0069,-0.0051,0.052,2058
2020-01-31,"Audubon County","IA",,2009,855,0.0017,-0.0009,-0.0271,2911
2020-01-31,"Ottawa County","KS","Salina",2010,902,0.0102,0.0082,0.0286,2619
2020-01-31,"Teton County","MT",,2011,1132,-0.0132,-0.0175,0.0679,1776
2020-01-31,"Stewart County","GA",,2012,909,-0.0145,-0.0176,-0.0065,1375
2020-01-31,"Harper County","KS",,2013,715,-0.0169,-0.0028,0.0053,3248
2020-01-31,"Gray County","KS",,2014,970,0.0114,0.0168,0.0654,2103
2020-01-31,"Coal County","OK",,2015,793,0.0248,0.0103,0.0471,1510
2020-01-31,"Morris County","KS",,2016,803,0.0116,-0.0092,-0.0223,3167
2020-01-31,"Haskell County","TX",,2017,1070,0.0153,-0.0325,-0.0873,2213
2020-01-31,"Fillmore County","NE",,2018,880,0.0055,-0.0155,-0.0333,2509
2020-01-31,"Chouteau County","MT",,2019,1193,0.0017,0.0243,0.0872,1775
2020-01-31,"Hyde County","NC",,2020,1052,0.0212,0.0453,0.052,2314
2020-01-31,"Lander County","NV",,2021,1276,-0.0063,-0.0286,0.0225,1187
2020-01-31,"Stevens County","KS",,2022,872,0.0038,0.0065,0.0214,1633
2020-01-31,"Wirt County","WV","Parkersburg-Vienna",2023,773,0.0077,0.0072,0.0035,2011
2020-01-31,"Cherry County","NE",,2024,822,-0.0097,-0.0059,-0.062,1783
2020-01-31,"Beaver County","OK",,2025,848,-0.0048,0.0011,0.0004,1756
2020-01-31,"McCook County","SD","Sioux Falls",2026,963,0.0108,0.0315,0.0294,1883
2020-01-31,"Broadwater County","MT",,2027,1204,-0.0035,-0.0073,0.0444,2229
2020-01-31,"Sheridan County","NE",,2028,841,-0.0011,0.0017,-0.0535,1912
2020-01-31,"Lincoln County","CO",,2029,1601,0.0011,0.0222,0.0801,1699
2020-01-31,"Gilpin County","CO","Denver-Aurora-Lakewood",2030,1631,-0.0024,-0.0041,-0.0211,3724
2020-01-31,"Walworth County","SD",,2031,750,0.0042,0.0053,-0.0842,1912
2020-01-31,"Polk County","NE",,2032,889,0.0012,-0.0274,-0.0169,2303
2020-01-31,"Scott County","IL","Jacksonville",2033,859,0.0101,0.0353,0.0409,1075
2020-01-31,"Lincoln County","NV",,2034,1267,-0.01,-0.0188,0.015,1388
2020-01-31,"Johnson County","NE",,2035,954,-0.0112,-0.0163,0.0245,1978
2020-01-31,"Cook County","MN",,2036,1349,0.0089,0.0267,0.048,3009
2020-01-31,"Ringgold County","IA",,2037,780,0.0032,-0.0142,-0.0594,1936
2020-01-31,"Carlisle County","KY",,2038,818,-0.0255,-0.0535,-0.03,1321
2020-01-31,"Morrill County","NE",,2039,876,-0.0011,-0.0081,-0.0341,1797
2020-01-31,"Schley County","GA","Americus",2040,1066,-0.0034,-0.0185,0.0544,1287
2020-01-31,"Republic County","KS",,2041,788,0.0293,0.0279,0.0144,2590
2020-01-31,"Scott County","KS",,2042,767,-0.0095,-0.0046,-0.0267,1891
2020-01-31,"Holt County","MO",,2043,820,0.0214,0.0519,0.0787,1624
2020-01-31,"Hamilton County","NY",,2044,1603,-0.0128,-0.0396,-0.0249,5629
2020-01-31,"Dewey County","OK",,2045,812,-0.0083,0.0273,0.0057,1702
2020-01-31,"Martin County","TX","Midland",2046,1358,-0.0221,-0.0109,0.0271,1311
2020-01-31,"Mineral County","NV",,2047,1258,0.0067,-0.0022,0.013,1517
2020-01-31,"Bath County","VA",,2048,1245,0.0064,-0.0079,0.0541,2634
2020-01-31,"Kimble County","TX",,2049,1247,0.023,0.0188,-0.0237,1335
2020-01-31,"Meade County","KS",,2050,768,-0.0109,0.0047,-0.0044,1714
2020-01-31,"Musselshell County","MT",,2051,1064,0.0217,0.0581,0.0542,1757
2020-01-31,"Grant County","OK",,2052,831,-0.0087,-0.0114,0.0212,1127
2020-01-31,"Nuckolls County","NE",,2053,899,0.0054,0.0146,0.0075,1931
2020-01-31,"Stafford County","KS",,2054,792,0.0093,0.0168,0.0147,2142
2020-01-31,"Ouray County","CO",,2055,1757,0.0097,-0.0024,0.0395,3430
2020-01-31,"Tyrrell County","NC","Kill Devil Hills",2056,1036,0.0034,-0.002,0.0065,1392
2020-01-31,"Custer County","ID",,2057,1138,-0.0059,-0.0122,0.1259,3464
2020-01-31,"Oneida County","ID",,2058,1091,0.0207,0.0035,0.0173,1735
2020-01-31,"Valley County","NE",,2059,876,0.0121,-0.0111,-0.0265,1305
2020-01-31,"Phillips County","MT",,2060,960,-0.0053,0.0188,0.0147,1453
2020-01-31,"Mineral County","MT",,2061,1153,-0.0044,-0.0409,-0.0035,1668
2020-01-31,"Ellis County","OK",,2062,836,0.0044,-0.0033,-0.0021,1772
2020-01-31,"Knox County","MO",,2063,788,0.0097,-0.0048,-0.0109,1316
2020-01-31,"Adams County","IA",,2064,809,0.0183,0.013,-0.0023,1898
2020-01-31,"Storey County","NV","Reno",2065,1541,0.0081,0.0107,0.0447,1525
2020-01-31,"Kearny County","KS","Garden City",2066,859,0.0031,0.0158,0.0766,1230
2020-01-31,"Smith County","KS",,2067,787,0.0287,0.019,0.0094,2051
2020-01-31,"Kimball County","NE",,2068,839,-0.0047,-0.0269,-0.055,1590
2020-01-31,"Lewis County","ID",,2069,1162,-0.0104,0.043,0.0998,1512
2020-01-31,"Webster County","NE",,2070,904,0.0035,0.0118,0.0242,1633
2020-01-31,"Mercer County","MO",,2071,775,-0.014,-0.0519,-0.0416,1820
2020-01-31,"Nance County","NE",,2072,873,-0.0035,-0.0223,-0.0634,1462
2020-01-31,"Crockett County","TX",,2073,1194,0.0014,-0.0012,-0.0769,1204
2020-01-31,"Harper County","OK",,2074,735,-0.0125,0.0121,-0.019,1227
2020-01-31,"Chautauqua County","KS",,2075,775,-0.0013,0.023,0.0902,1917
2020-01-31,"Sweet Grass County","MT",,2076,1258,0.0076,-0.0005,0.0099,1619
2020-01-31,"Hand County","SD",,2077,904,-0.0008,0.0223,-0.0473,1306
2020-01-31,"Harlan County","NE",,2078,813,-0.0149,-0.0402,-0.027,1385
2020-01-31,"Shackelford County","TX",,2079,1220,0.0038,0.0239,0.066,1111
2020-01-31,"Woodson County","KS",,2080,735,0.0003,-0.0035,0.0334,1752
2020-01-31,"Rush County","KS",,2081,763,0.0021,-0.0062,0.0379,1675
2020-01-31,"Lincoln County","KS",,2082,799,0.0225,0.038,0.05,1838
2020-01-31,"Sierra County","CA",,2083,1692,0.003,0.0232,0.105,2045
2020-01-31,"Morton County","KS",,2084,796,-0.0098,0.0179,-0.004,1142
2020-01-31,"Sherman County","NE",,2085,829,-0.0007,-0.0019,-0.0026,1357
2020-01-31,"Brown County","NE",,2086,909,0.0174,0.0087,0.0131,1358
2020-01-31,"Ness County","KS",,2087,783,-0.0008,0.0159,0.0309,1468
2020-01-31,"Granite County","MT",,2088,1069,-0.0029,0.0448,0.0935,1730
2020-01-31,"Edwards County","KS",,2089,759,0.0049,0.0138,0.0328,1502
2020-01-31,"Trego County","KS",,2090,780,0.005,0.0043,0.0264,2038
2020-01-31,"Perkins County","SD",,2091,856,0.0031,0.0467,-0.0765,1351
2020-01-31,"Harmon County","OK",,2092,738,-0.0024,-0.0165,0.0374,1094
2020-01-31,"Elk County","KS",,2093,711,-0.0078,0.0137,-0.0279,1659
2020-01-31,"Chase County","KS",,2094,802,0.0121,0.0083,0.0564,1431
2020-01-31,"Pawnee County","NE",,2095,944,-0.0261,-0.0318,-0.002,1286
2020-01-31,"Logan County","KS",,2096,798,0.0139,0.0198,-0.003,1356
2020-01-31,"Gove County","KS",,2097,805,0.0133,0.014,0.0177,1304
2020-01-31,"Graham County","KS",,2098,795,0.0137,-0.0035,-0.0046,1321
2020-01-31,"Sheridan County","KS",,2099,821,0.0154,0.007,-0.0215,1832
2020-01-31,"Kiowa County","KS",,2100,795,-0.0101,0.0126,-0.0219,1015
2020-01-31,"Greeley County","NE",,2101,860,0.0031,-0.0028,-0.0472,1029
2020-01-31,"Highland County","VA",,2102,1281,0.0107,0.0066,0.0499,1521
2020-01-31,"Dolores County","CO",,2103,1465,0.0231,0.0312,0.087,1259
2020-01-31,"Garden County","NE",,2104,857,0.0118,0.0051,-0.0368,1042
2020-01-31,"Gilliam County","OR",,2105,1445,-0.0117,0.0595,0.0801,1230
2020-01-31,"Alpine County","CA",,2106,1899,-0.0098,-0.0113,-0.0055,1203
